8 S55472.1.1524
7 CP006600.2950841.2952392
6 JOOX01000002.739045.740581
6 CP030101.1281158.1282714
5 CP015593.1751288.1752847
2 LUBA01000003.106915.108474
2 FR733643.2443004.2444553
2 CP006591.2676298.2677848
2 CP003414.247258.248814
1 MVDY01000001.243139.244699
1 MVDY01000001.1833775.1835335
1 MTDV01000013.74.1604
1 MKPJ01000006.102348.103908
1 MKOT01000006.54.1614
1 MKOE01000011.99129.100689
1 MKND01000010.104194.105754
1 MJUA01000010.99780.101340
1 MJTO01000017.160409.161969
1 MJTG01000012.99319.100879
1 MJTC01000011.54.1614
1 MJSM01000013.256744.258304
1 MJRU01000001.99942.101502
1 MJQN01000014.124164.125724
1 MJPG01000007.54.1614
1 MJPE01000032.29.1589
1 MJOQ01000014.256794.258354
1 MJNM01000002.102344.103904
1 MJCX01000024.54.1614
1 MJCO01000007.99780.101340
1 MJCN01000014.194820.196380
1 MCHM01000019.54.1614
1 LT985474.2620921.2622467
1 LT985474.244200.245746
1 LT985474.1722923.1724469
1 LJAR01000002.1610758.1612316
1 JSWS01000001.1232915.1234475
1 HG813249.2364350.2365887
1 HG813247.1860455.1861992
1 HF558398.248759.250296
1 FR733650.1691476.1693027
1 FR733644.1832860.1834411
1 FFHU01000003.437210.438740
1 CYWY01000016.67.1604
1 CYWD01000022.67.1604
1 CYUT01000021.175.1712
1 CYUS01000020.67.1604
1 CWMG01000119.3473.5003
1 CWLE01000124.3521.5051
1 CP028401.2388665.2390222
1 CP028399.231530.233087
1 CP028333.1604268.1605825
1 CP028183.1809476.1811033
1 CP021325.2488438.2489997
1 CP019625.2656345.2657905
1 CP019623.236894.238453
1 CP019622.2798017.2799577
1 CP018685.480898.482458
1 CP016629.248729.250249
1 CP014790.1735835.1737395
1 CP013285.1179807.1181367
1 CP011345.502668.504226
1 CP011345.2193608.2195166
1 CP011345.2030704.2032262
1 CP009897.242332.243869
1 CP009897.1726590.1728127
1 CP009258.2316545.2318169
1 CP008836.263885.265422
1 CP007525.278433.279970
1 CP007525.2691577.2693114
1 CP007492.248751.250303
1 CP007198.2402142.2403679
1 CP007018.2523092.2524629
1 CP007011.263885.265422
1 CP007008.2523092.2524629
1 CP007007.2523090.2524627
1 CP006874.282741.284278
1 CP006862.263885.265422
1 CP006860.263885.265422
1 CP006860.2556390.2557927
1 CP006859.2556390.2557927
1 CP006858.263885.265422
1 CP006598.2945681.2947233
1 CP006598.1492052.1493604
1 CP001602.1970656.1972208
1 CBVZ010000003.1332039.1333576
1 CBVW010000002.1653553.1655090
1 APIJ01000024.169.1735
1 AFGI01000001.285943.287474
1 AFGI01000001.279923.281454
