4400e19a-1462-43f6-8387-b93c1e37d19c	256	HG813247.1860455.1861992
0534fe9c-a310-40d5-8fb8-78e85534eeec	256	FR733644.1832860.1834411
03c4714d-a296-40cb-95d4-36231708ade9	272	HG813249.2364350.2365887
537a10e5-36f9-451d-b9f5-50e9735fe46f	272	FR733650.1691476.1693027
a6b54aa2-089c-4745-93ac-c0c337b986a1	272	CP013285.1179807.1181367
6e112804-7f87-465a-8b53-4246d8faeac2	256	FR733643.2443004.2444553
cf4bbf75-b93d-4eb8-bcbd-a176584466e2	256	FR733643.2443004.2444553
6e112804-7f87-465a-8b53-4246d8faeac2	0	LT985474.244200.245746
766ed83b-ab6d-49ee-834b-f926c6485898	272	LT985474.1722923.1724469
6e112804-7f87-465a-8b53-4246d8faeac2	256	HF558398.248759.250296
cf4bbf75-b93d-4eb8-bcbd-a176584466e2	256	LT985474.2620921.2622467
94c45c8e-37eb-486c-a4fb-43bf0c663a3b	256	CP014790.1735835.1737395
56d8019f-6d0d-434f-b85e-f81e9fe77282	256	JSWS01000001.1232915.1234475
21dca386-ec03-43ca-8e91-a04cf6d0ae98	256	CP015593.1751288.1752847
a831ff0c-f74e-4ebf-9386-91244474c649	272	CP015593.1751288.1752847
62563507-6065-402b-b681-8e3668496455	272	CP015593.1751288.1752847
fa6be543-de6f-4bf4-b408-6e57289d9a57	256	CP015593.1751288.1752847
9f47f457-8bd2-4595-8ddf-4a0ea60c99f0	256	CP015593.1751288.1752847
56d8019f-6d0d-434f-b85e-f81e9fe77282	256	S55472.1.1524
0534fe9c-a310-40d5-8fb8-78e85534eeec	256	S55472.1.1524
a891cc65-8f47-4eae-aa5a-b92d0d1969df	256	S55472.1.1524
537a10e5-36f9-451d-b9f5-50e9735fe46f	272	S55472.1.1524
a6b54aa2-089c-4745-93ac-c0c337b986a1	272	S55472.1.1524
6e112804-7f87-465a-8b53-4246d8faeac2	256	S55472.1.1524
fa6be543-de6f-4bf4-b408-6e57289d9a57	256	S55472.1.1524
51e9246d-ec5d-424b-ae79-f2dbfad92705	272	S55472.1.1524
cf4bbf75-b93d-4eb8-bcbd-a176584466e2	256	MTDV01000013.74.1604
21dca386-ec03-43ca-8e91-a04cf6d0ae98	256	CP001602.1970656.1972208
cf4bbf75-b93d-4eb8-bcbd-a176584466e2	256	MJSM01000013.256744.258304
a891cc65-8f47-4eae-aa5a-b92d0d1969df	256	MJNM01000002.102344.103904
51e9246d-ec5d-424b-ae79-f2dbfad92705	272	CP016629.248729.250249
a891cc65-8f47-4eae-aa5a-b92d0d1969df	256	MJOQ01000014.256794.258354
f79f3b72-a5ff-4d22-b42e-0b12bcd4de51	272	MJTG01000012.99319.100879
0534fe9c-a310-40d5-8fb8-78e85534eeec	256	MJUA01000010.99780.101340
a831ff0c-f74e-4ebf-9386-91244474c649	272	MJTC01000011.54.1614
56d8019f-6d0d-434f-b85e-f81e9fe77282	256	MJCN01000014.194820.196380
a6b54aa2-089c-4745-93ac-c0c337b986a1	272	MJQN01000014.124164.125724
56d8019f-6d0d-434f-b85e-f81e9fe77282	0	MJPG01000007.54.1614
a6b54aa2-089c-4745-93ac-c0c337b986a1	272	MJRU01000001.99942.101502
21dca386-ec03-43ca-8e91-a04cf6d0ae98	256	MJCX01000024.54.1614
a831ff0c-f74e-4ebf-9386-91244474c649	272	MJPE01000032.29.1589
766ed83b-ab6d-49ee-834b-f926c6485898	272	MJCO01000007.99780.101340
f79f3b72-a5ff-4d22-b42e-0b12bcd4de51	16	MJTO01000017.160409.161969
64604049-80f6-413d-8885-4e09d10a7ba9	272	CP006859.2556390.2557927
f79f3b72-a5ff-4d22-b42e-0b12bcd4de51	272	CP003414.247258.248814
6e112804-7f87-465a-8b53-4246d8faeac2	256	CP003414.247258.248814
64604049-80f6-413d-8885-4e09d10a7ba9	272	CP018685.480898.482458
537a10e5-36f9-451d-b9f5-50e9735fe46f	16	CP006591.2676298.2677848
62563507-6065-402b-b681-8e3668496455	272	CP006591.2676298.2677848
cf4bbf75-b93d-4eb8-bcbd-a176584466e2	256	CP019625.2656345.2657905
64604049-80f6-413d-8885-4e09d10a7ba9	16	CP006860.2556390.2557927
7d57de8f-0665-43aa-b12b-4d2688a94e0c	256	CP006858.263885.265422
0534fe9c-a310-40d5-8fb8-78e85534eeec	0	CP006600.2950841.2952392
94c45c8e-37eb-486c-a4fb-43bf0c663a3b	256	CP006600.2950841.2952392
62563507-6065-402b-b681-8e3668496455	272	CP006600.2950841.2952392
9f47f457-8bd2-4595-8ddf-4a0ea60c99f0	256	CP006600.2950841.2952392
51e9246d-ec5d-424b-ae79-f2dbfad92705	16	CP006600.2950841.2952392
cf4bbf75-b93d-4eb8-bcbd-a176584466e2	0	CP006600.2950841.2952392
03c4714d-a296-40cb-95d4-36231708ade9	16	CP006600.2950841.2952392
766ed83b-ab6d-49ee-834b-f926c6485898	272	CP019622.2798017.2799577
766ed83b-ab6d-49ee-834b-f926c6485898	272	CP007525.2691577.2693114
94c45c8e-37eb-486c-a4fb-43bf0c663a3b	0	CP006598.1492052.1493604
62563507-6065-402b-b681-8e3668496455	272	CP019623.236894.238453
64604049-80f6-413d-8885-4e09d10a7ba9	272	CP007008.2523092.2524629
64604049-80f6-413d-8885-4e09d10a7ba9	272	CP007018.2523092.2524629
7d57de8f-0665-43aa-b12b-4d2688a94e0c	256	CP006860.263885.265422
7d57de8f-0665-43aa-b12b-4d2688a94e0c	0	CP006862.263885.265422
a831ff0c-f74e-4ebf-9386-91244474c649	16	CP006598.2945681.2947233
64604049-80f6-413d-8885-4e09d10a7ba9	272	CP007007.2523090.2524627
a6b54aa2-089c-4745-93ac-c0c337b986a1	16	CP007525.278433.279970
537a10e5-36f9-451d-b9f5-50e9735fe46f	272	CP021325.2488438.2489997
a6b54aa2-089c-4745-93ac-c0c337b986a1	272	CP006874.282741.284278
7d57de8f-0665-43aa-b12b-4d2688a94e0c	256	CP007011.263885.265422
56d8019f-6d0d-434f-b85e-f81e9fe77282	256	CP007198.2402142.2403679
f79f3b72-a5ff-4d22-b42e-0b12bcd4de51	272	CP007492.248751.250303
7d57de8f-0665-43aa-b12b-4d2688a94e0c	256	CP008836.263885.265422
7d57de8f-0665-43aa-b12b-4d2688a94e0c	256	CP009258.2316545.2318169
766ed83b-ab6d-49ee-834b-f926c6485898	272	CP009897.1726590.1728127
f79f3b72-a5ff-4d22-b42e-0b12bcd4de51	272	CP009897.242332.243869
a831ff0c-f74e-4ebf-9386-91244474c649	272	CYUT01000021.175.1712
fa6be543-de6f-4bf4-b408-6e57289d9a57	256	CP011345.2193608.2195166
fa6be543-de6f-4bf4-b408-6e57289d9a57	256	CP011345.2030704.2032262
fa6be543-de6f-4bf4-b408-6e57289d9a57	0	CP011345.502668.504226
03c4714d-a296-40cb-95d4-36231708ade9	272	CWMG01000119.3473.5003
03c4714d-a296-40cb-95d4-36231708ade9	272	CWLE01000124.3521.5051
21dca386-ec03-43ca-8e91-a04cf6d0ae98	0	CP028401.2388665.2390222
62563507-6065-402b-b681-8e3668496455	16	AFGI01000001.285943.287474
a891cc65-8f47-4eae-aa5a-b92d0d1969df	256	CP028399.231530.233087
9f47f457-8bd2-4595-8ddf-4a0ea60c99f0	0	MCHM01000019.54.1614
9f47f457-8bd2-4595-8ddf-4a0ea60c99f0	256	CP028333.1604268.1605825
03c4714d-a296-40cb-95d4-36231708ade9	272	CP028183.1809476.1811033
62563507-6065-402b-b681-8e3668496455	272	AFGI01000001.279923.281454
f79f3b72-a5ff-4d22-b42e-0b12bcd4de51	272	CYUS01000020.67.1604
4400e19a-1462-43f6-8387-b93c1e37d19c	256	CP030101.1281158.1282714
0534fe9c-a310-40d5-8fb8-78e85534eeec	256	CP030101.1281158.1282714
94c45c8e-37eb-486c-a4fb-43bf0c663a3b	256	CP030101.1281158.1282714
537a10e5-36f9-451d-b9f5-50e9735fe46f	272	CP030101.1281158.1282714
9f47f457-8bd2-4595-8ddf-4a0ea60c99f0	256	CP030101.1281158.1282714
51e9246d-ec5d-424b-ae79-f2dbfad92705	272	CP030101.1281158.1282714
766ed83b-ab6d-49ee-834b-f926c6485898	16	CYWD01000022.67.1604
56d8019f-6d0d-434f-b85e-f81e9fe77282	256	FFHU01000003.437210.438740
21dca386-ec03-43ca-8e91-a04cf6d0ae98	256	LJAR01000002.1610758.1612316
21dca386-ec03-43ca-8e91-a04cf6d0ae98	256	MKND01000010.104194.105754
a891cc65-8f47-4eae-aa5a-b92d0d1969df	256	MKOE01000011.99129.100689
a831ff0c-f74e-4ebf-9386-91244474c649	272	CYWY01000016.67.1604
4400e19a-1462-43f6-8387-b93c1e37d19c	256	CBVW010000002.1653553.1655090
4400e19a-1462-43f6-8387-b93c1e37d19c	256	CBVZ010000003.1332039.1333576
03c4714d-a296-40cb-95d4-36231708ade9	272	APIJ01000024.169.1735
94c45c8e-37eb-486c-a4fb-43bf0c663a3b	256	MKPJ01000006.102348.103908
51e9246d-ec5d-424b-ae79-f2dbfad92705	272	MKOT01000006.54.1614
4400e19a-1462-43f6-8387-b93c1e37d19c	256	JOOX01000002.739045.740581
0534fe9c-a310-40d5-8fb8-78e85534eeec	256	JOOX01000002.739045.740581
94c45c8e-37eb-486c-a4fb-43bf0c663a3b	256	JOOX01000002.739045.740581
537a10e5-36f9-451d-b9f5-50e9735fe46f	272	JOOX01000002.739045.740581
9f47f457-8bd2-4595-8ddf-4a0ea60c99f0	256	JOOX01000002.739045.740581
51e9246d-ec5d-424b-ae79-f2dbfad92705	272	JOOX01000002.739045.740581
4400e19a-1462-43f6-8387-b93c1e37d19c	0	MVDY01000001.243139.244699
6e112804-7f87-465a-8b53-4246d8faeac2	256	LUBA01000003.106915.108474
fa6be543-de6f-4bf4-b408-6e57289d9a57	256	LUBA01000003.106915.108474
a891cc65-8f47-4eae-aa5a-b92d0d1969df	0	MVDY01000001.1833775.1835335
